date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:20	19927/19927	------	200	untouched ('OK')	text/html	date:Fri,%2021%20Mar%202025%2007:24:10%20GMT	https://taxiinchandigarh.in/index.php	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/index.html	(from )
13:52:20	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-632713ed-d476281088a42d6;gz%22	https://taxiinchandigarh.in/robots.txt		(from )
13:52:20	156/156	------	302	error ('Found')	text/html	date:Fri,%2021%20Mar%202025%2007:23:55%20GMT	https://unpkg.com/swiper/swiper-bundle.min.css	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/unpkg.com/swiper/swiper-bundle.min.1.delayed	(from https://taxiinchandigarh.in/index.php)
13:52:20	18454/18454	------	200	untouched ('OK')	text/css	date:Wed,%2019%20Mar%202025%2020:00:07%20GMT	https://unpkg.com/swiper@11.2.6/swiper-bundle.min.css	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/unpkg.com/swiper@11.2.6/swiper-bundle.min.css	(from https://taxiinchandigarh.in/index.php)
13:52:21	67/67	---M--	302	error ('Found')	text/plain	date:Fri,%2021%20Mar%202025%2008:22:19%20GMT	https://unpkg.com/swiper/swiper-bundle.min.js	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/unpkg.com/swiper/swiper-bundle.min.3.delayed	(from https://taxiinchandigarh.in/index.php)
13:52:21	154008/154008	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2019%20Mar%202025%2020:00:07%20GMT	https://unpkg.com/swiper@11.2.6/swiper-bundle.min.js	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/unpkg.com/swiper@11.2.6/swiper-bundle.min.js	(from https://taxiinchandigarh.in/index.php)
13:52:21	153402/153402	---M-Z	200	added ('OK')	text/css	etag:%222573a-63cf7030-54109f76196af880;gz%22	https://taxiinchandigarh.in/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/css/bootstrap.min.css	(from https://taxiinchandigarh.in/index.php)
13:52:21	73625/73625	---M-Z	200	added ('OK')	text/css	etag:%2211f99-63cf7030-b351ad8422fcb629;gz%22	https://taxiinchandigarh.in/assets/css/all.css	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/css/all.css	(from https://taxiinchandigarh.in/index.php)
13:52:22	9070/9070	---M-Z	200	added ('OK')	text/css	etag:%22236e-63cf7030-1187c8bfff801507;gz%22	https://taxiinchandigarh.in/assets/css/style.css	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/css/style.css	(from https://taxiinchandigarh.in/index.php)
13:52:22	9638/9638	---M--	200	added ('OK')	image/png	etag:%2225a6-63cf7030-4f88ccb210dff0cd;;;%22	https://taxiinchandigarh.in/assets/img/logo/stlogo.png	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/logo/stlogo.png	(from https://taxiinchandigarh.in/index.php)
13:52:22	7918/7918	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:45%20GMT	https://taxiinchandigarh.in/about.php	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/about.html	(from https://taxiinchandigarh.in/index.php)
13:52:22	9170/9170	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:45%20GMT	https://taxiinchandigarh.in/carrental.php	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/carrental.html	(from https://taxiinchandigarh.in/index.php)
13:52:23	7770/7770	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:45%20GMT	https://taxiinchandigarh.in/hotelbooking.php	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/hotelbooking.html	(from https://taxiinchandigarh.in/index.php)
13:52:23	7908/7908	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:46%20GMT	https://taxiinchandigarh.in/contact.php	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/contact.html	(from https://taxiinchandigarh.in/index.php)
13:52:23	112900/112900	---M--	200	added ('OK')	image/jpeg	etag:%221b904-63cf702f-bf42481e9839f7ef;;;%22	https://taxiinchandigarh.in/assets/img/slider/1.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/slider/1.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:24	238729/238729	---M--	200	added ('OK')	image/jpeg	etag:%223a489-63cf702f-fd31b35fb698197;;;%22	https://taxiinchandigarh.in/assets/img/slider/5.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/slider/5.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:24	207684/207684	---M--	200	added ('OK')	image/jpeg	etag:%2232b44-63cf702f-70719cb0860fa078;;;%22	https://taxiinchandigarh.in/assets/img/slider/2.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/slider/2.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:24	81520/81520	---M--	200	added ('OK')	image/png	etag:%2213e70-63cf702f-7e1fe64600b46919;;;%22	https://taxiinchandigarh.in/assets/img/cars/1.png	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/cars/1.png	(from https://taxiinchandigarh.in/index.php)
13:52:24	7627/7627	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:47%20GMT	https://taxiinchandigarh.in/taxi-book.php?a=DZIRE	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/taxi-book303d.html	(from https://taxiinchandigarh.in/index.php)
13:52:24	70433/70433	---M--	200	added ('OK')	image/png	etag:%2211321-63cf702f-b1b8766ff3cd6feb;;;%22	https://taxiinchandigarh.in/assets/img/cars/2.png	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/cars/2.png	(from https://taxiinchandigarh.in/index.php)
13:52:25	7653/7653	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:47%20GMT	https://taxiinchandigarh.in/taxi-book.php?a=SWIFT%20/%20ETIOS%20LIVA	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/taxi-book8a2f.html	(from https://taxiinchandigarh.in/index.php)
13:52:25	21726/21726	---M--	200	added ('OK')	image/png	etag:%2254de-63cf702f-8e9a9c50dc511a67;;;%22	https://taxiinchandigarh.in/assets/img/cars/3.png	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/cars/3.png	(from https://taxiinchandigarh.in/index.php)
13:52:25	7639/7639	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:48%20GMT	https://taxiinchandigarh.in/taxi-book.php?a=DZIRE%20ETIOS	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/taxi-bookdc21.html	(from https://taxiinchandigarh.in/index.php)
13:52:25	76216/76216	---M--	200	added ('OK')	image/png	etag:%22129b8-63cf702f-ea7760d0d5d03d85;;;%22	https://taxiinchandigarh.in/assets/img/cars/4.png	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/cars/4.png	(from https://taxiinchandigarh.in/index.php)
13:52:26	7639/7639	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:48%20GMT	https://taxiinchandigarh.in/taxi-book.php?a=HONDA%20AMAZE	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/taxi-book95ea.html	(from https://taxiinchandigarh.in/index.php)
13:52:26	64234/64234	---M--	200	added ('OK')	image/png	etag:%22faea-63cf702f-286f15bf1211094b;;;%22	https://taxiinchandigarh.in/assets/img/cars/5.png	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/cars/5.png	(from https://taxiinchandigarh.in/index.php)
13:52:26	7643/7643	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:49%20GMT	https://taxiinchandigarh.in/taxi-book.php?a=INNOVA%20CRYSTA	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/taxi-book0af6.html	(from https://taxiinchandigarh.in/index.php)
13:52:26	76216/76216	---M--	200	added ('OK')	image/png	etag:%22129b8-63cf702f-25663006026f5fca;;;%22	https://taxiinchandigarh.in/assets/img/cars/6.png	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/cars/6.png	(from https://taxiinchandigarh.in/index.php)
13:52:27	7633/7633	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:49%20GMT	https://taxiinchandigarh.in/taxi-book.php?a=FORTUNER	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/taxi-bookf022.html	(from https://taxiinchandigarh.in/index.php)
13:52:27	22617/22617	---M--	200	added ('OK')	image/jpeg	etag:%225859-63cf702f-c85f8f8a225f6b0e;;;%22	https://taxiinchandigarh.in/assets/img/cars/7.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/cars/7.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:27	7647/7647	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:50%20GMT	https://taxiinchandigarh.in/taxi-book.php?a=TEMPO%20TRAVELLER	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/taxi-bookc311.html	(from https://taxiinchandigarh.in/index.php)
13:52:27	28606/28606	---M--	200	added ('OK')	image/jpeg	etag:%226fbe-63cf702f-ceff7ce1165971ae;;;%22	https://taxiinchandigarh.in/assets/img/cars/8.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/cars/8.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:28	7633/7633	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:50%20GMT	https://taxiinchandigarh.in/taxi-book.php?a=MINI%20BUS	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/taxi-bookd66b.html	(from https://taxiinchandigarh.in/index.php)
13:52:28	16413/16413	---M--	200	added ('OK')	image/jpeg	etag:%22401d-63cf702f-9aefb5a0f839ca18;;;%22	https://taxiinchandigarh.in/assets/img/cars/9.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/cars/9.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:28	7645/7645	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:51%20GMT	https://taxiinchandigarh.in/taxi-book.php?a=DELUXE%20BUS%202X2	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/taxi-bookf217.html	(from https://taxiinchandigarh.in/index.php)
13:52:28	106256/106256	---M--	200	added ('OK')	image/jpeg	etag:%2219f10-63cf702f-a0b7d63533554539;;;%22	https://taxiinchandigarh.in/assets/img/section/4.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/section/4.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:29	39332/39332	---M--	200	added ('OK')	image/jpeg	etag:%2299a4-63cf7030-838698a1ce495231;;;%22	https://taxiinchandigarh.in/assets/img/section/katra.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/section/katra.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:29	28300/28300	---M--	200	added ('OK')	image/jpeg	etag:%226e8c-63cf702f-c056c64c8607a489;;;%22	https://taxiinchandigarh.in/assets/img/section/kashmir.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/section/kashmir.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:29	39349/39349	---M--	200	added ('OK')	image/jpeg	etag:%2299b5-63cf702f-9590b2e58ebc8c0b;;;%22	https://taxiinchandigarh.in/assets/img/section/dalho.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/section/dalho.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:29	15308/15308	---M--	200	added ('OK')	image/png	etag:%223bcc-63cf7030-d001dc2c06e6dcf9;;;%22	https://taxiinchandigarh.in/assets/img/section/male.png	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/section/male.png	(from https://taxiinchandigarh.in/index.php)
13:52:30	110736/110736	---M--	200	added ('OK')	image/png	etag:%221b090-63cf702f-d73c5b8012280601;;;%22	https://taxiinchandigarh.in/assets/img/section/hand.png	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/section/hand.png	(from https://taxiinchandigarh.in/index.php)
13:52:30	4591/4591	---M--	200	added ('OK')	image/jpeg	etag:%2211ef-63cf7030-ea0f8f36a9a9b177;;;%22	https://taxiinchandigarh.in/assets/img/logo/whatsapp-icon.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/logo/whatsapp-icon.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:30	4735/4735	---M--	200	added ('OK')	image/jpeg	etag:%22127f-63cf7030-398f6067fdbb57eb;;;%22	https://taxiinchandigarh.in/assets/img/logo/send-message.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/logo/send-message.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:30	4036/4036	---M--	200	added ('OK')	image/jpeg	etag:%22fc4-63cf7030-1e92ddb360fdcd1c;;;%22	https://taxiinchandigarh.in/assets/img/logo/call-icon.jpg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/img/logo/call-icon.jpg	(from https://taxiinchandigarh.in/index.php)
13:52:31	288580/288580	---M-Z	200	added ('OK')	application/x-javascript	etag:%2246744-63cf7030-3ffaeb969863ba5e;gz%22	https://taxiinchandigarh.in/assets/js/jquery-3.6.0.js	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/js/jquery-3.6.0.js	(from https://taxiinchandigarh.in/index.php)
13:52:31	61768/61768	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f148-63cf7030-be34709c1edd385f;gz%22	https://taxiinchandigarh.in/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/js/bootstrap.min.js	(from https://taxiinchandigarh.in/index.php)
13:52:31	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2221676-63cf7030-5133401b7918a51e;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-brands-400.eot	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:31	19927/19927	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Mar%202025%2008:22:54%20GMT	https://taxiinchandigarh.in/	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/index-2.html	(from https://taxiinchandigarh.in/assets/css/bootstrap.min.css)
13:52:32	78472/78472	---M--	200	added ('OK')	font/woff2	etag:%2213288-63cf7030-c43f2be54031ae3d;;;%22	https://taxiinchandigarh.in/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-brands-400.woff2	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:32	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2221676-63cf7030-5133401b7918a51e;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-brands-400d41d.eot	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:32	92136/92136	---M--	200	added ('OK')	application/font-woff	etag:%22167e8-63cf7030-aa7394c4d8556f96;;;%22	https://taxiinchandigarh.in/assets/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-brands-400.woff	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:32	136516/136516	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2221544-63cf7030-ddd7b05e673bb1d2;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-brands-400.ttf	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:33	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6819-63cf7030-48b91884c22f99e0;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-brands-400.svg	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:33	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22862e-63cf7030-b9f2b08127623259;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-regular-400.eot	(from https://taxiinchandigarh.in/assets/css/all.css)
13:52:33	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22862e-63cf7030-b9f2b08127623259;gz%22	https://taxiinchandigarh.in/assets/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/https___taxiinchandigarh.in_index.php/taxiinchandigarh.in/assets/webfonts/fa-regular-400d41d.eot	(from https://taxiinchandigarh.in/assets/css/all.css)
